url,police_district,patrol,violent_crime_ytd,total_crime_ytd,violent_crime_rate,total_crime_rate
https://www.redfin.com/MO/Saint-Louis/4270-Delmar-Blvd-63108/home/103203752,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/1224-S-9th-St-63104/home/93685451,4,Central,349,1016,6.017241379310345,17.517241379310345
https://www.redfin.com/MO/Saint-Louis/2115-Arsenal-St-63118/home/93699049,2,South,118,726,2.681818181818182,16.5
https://www.redfin.com/MO/Saint-Louis/3125-Russell-Blvd-63104/home/93690016,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/3710-Utah-Pl-63116/home/93699899,1,South,197,781,3.7884615384615383,15.019230769230768
https://www.redfin.com/MO/Saint-Louis/2326-Albion-Pl-63104/home/70101019,4,Central,349,1016,6.017241379310345,17.517241379310345
https://www.redfin.com/MO/Saint-Louis/5492-Pernod-Ave-63139/home/80168569,1,South,197,781,3.7884615384615383,15.019230769230768
https://www.redfin.com/MO/Saint-Louis/4617-Westminster-Pl-63108/home/93739880,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/6154-Kingsbury-Ave-63112/home/66186996,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/5715-Walsh-St-63109/home/93768210,1,South,197,781,3.7884615384615383,15.019230769230768
https://www.redfin.com/MO/Saint-Louis/2628-Lafayette-Ave-63104/home/109314191,4,Central,349,1016,6.017241379310345,17.517241379310345
https://www.redfin.com/MO/Saint-Louis/2037-Geyer-Ave-63104/home/93690315,4,Central,349,1016,6.017241379310345,17.517241379310345
https://www.redfin.com/MO/Saint-Louis/4101-W-Pine-Blvd-63108/unit-5/home/188992885,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/5072-Cates-Ave-63108/home/85688089,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/3451-Halliday-Ave-63118/home/93692530,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/3656-Russell-Blvd-63110/unit-B/home/93680520,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/1-Arundel-Pl-63105/home/93766512,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/5893-Nina-Pl-63112/home/62721241,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/4352-Westminster-Pl-63108/home/93740318,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/3522-Crittenden-St-63118/home/93692725,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/1317-Shenandoah-Ave-63104/home/93686294,4,Central,349,1016,6.017241379310345,17.517241379310345
