address,city,zip,property_type,sold_date,price,sqft,sqft_imputed,price_per_sqft,beds,baths,year_built,lot_size,days_on_market,lat,lon,url,emb_00,emb_01,emb_02,emb_03,emb_04,emb_05,emb_06,emb_07,emb_08,emb_09,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,ndvi_50m,ndvi_100m,ndvi_200m,dist_main_road_m,dist_park_m,dist_school_m,dist_transit_m,dist_commercial_m,road_density_300m,police_district,patrol,violent_crime_ytd,total_crime_ytd,violent_crime_rate,total_crime_rate,dist_nearest_school_m,schools_1km,walk_score,transit_score,bike_score,GEOID,pop_total,median_age,median_hh_income,pop_bachelors,pop_masters,pop_doctorate,pop_no_schooling,pop_labor_force,pop_unemployed,housing_units_total,housing_units_occupied,owner_occupied,renter_occupied,median_gross_rent,median_home_value,median_year_built,commuters_total,commute_car,commute_transit,pop_white,pop_black,pop_asian,pct_owner_occupied,pct_college_plus,unemployment_rate,pct_renter
6297 Magnolia Ave,St. Louis,63139.0,Single Family Residential,November-4-2025,549900,1840.0,False,298.85869565217394,3.0,2.5,2025.0,5790.0,,38.612079,-90.2956772,https://www.redfin.com/MO/St-Louis/6297-Magnolia-Ave-63139/home/192669047,0.0129859245201503,-0.3047187077831811,0.1114876631070857,-0.0110802119206742,0.1301463516941575,-0.0174455472511784,-0.059428720965356,-0.1188472552079597,-0.0130671595667423,-0.1955678938118301,0.05809649089321,-0.0829378512356138,-0.1688107744217908,-0.1977208806760077,-0.1378412430934456,0.0442432938595174,-0.0117188191242442,0.2151652767969157,0.0401923629724761,0.0556337163768921,-0.02039355779086,0.0473214924004799,-0.0728031705087671,0.0297999572207937,-0.0149714600282549,0.3091204717892054,-0.0072497036206902,-0.0271362970658372,0.0732587160360522,-0.057965931755047,-0.0596478488148916,-0.0638835587573309,-0.1317734016952324,0.0112773284749243,0.1325297165514023,-0.1294330812935206,-0.1737172077842399,-0.1050178130554752,-0.0258014496455112,0.0493772604887069,-0.1400283613715891,-0.0929744356371399,0.1664165781240109,0.0582474286273478,0.1480699627863324,0.1023711156738233,0.0064447777102157,0.0324007811749678,0.1852865619060859,-0.1658204836655835,-0.0056831128780256,-0.0057905859387899,-0.2181959095262194,0.1278676032040781,0.2359084943082741,-0.1164385766946042,0.1322611612979068,0.0900870340224974,0.0396653422381946,0.0351786284841042,0.0592171599151563,0.0036831319650651,-0.1809357392395286,-0.0234727950606377,0.3563700243033214,0.3824474627884509,0.4395065018784918,576.6244255556085,526.8171337263707,653.7646444376836,780.1997425887812,111.72013494441264,4982.115335083862,3,Central,216,761,3.9272727272727272,13.836363636363636,653.7646444376836,2,55.0,33.0,58.0,295101037001,899.0,37.3,91118.0,275.0,105.0,9.0,0.0,574.0,19.0,432.0,407.0,313.0,94.0,1643.0,196900.0,1938.0,546.0,415.0,0.0,579.0,271.0,7.0,76.90417690417691,43.270300333704114,3.3101045296167246,23.095823095823096
6543 Hancock Ave,Saint Louis,63139.0,Single Family Residential,August-22-2025,229000,768.0,False,298.1770833333333,3.0,3.0,1926.0,3123.0,,38.6008917,-90.3015184,https://www.redfin.com/MO/Saint-Louis/6543-Hancock-Ave-63139/home/90732000,0.0116367635400587,-0.3122390894608359,0.0671352735634307,4.194733771451485e-05,0.1364860579250568,0.0203809588953376,-0.0650077580941145,-0.1313316485129737,-0.0464281214216242,-0.1706632681381826,0.0519480102282007,-0.1011268500752987,-0.1594009156379742,-0.2049133103689225,-0.154696469263777,0.012578558767933,-4.978726344999794e-05,0.1883733424804435,0.0356038260787684,0.0872456078167845,-0.0483355842474396,0.0027384223744989,-0.0741278885025619,0.0019031020082301,-0.0123961620418675,0.3509817167286875,0.0351277625324359,-0.0296764015953054,0.039446182757929,-0.0510031133347266,-0.0782353309186756,-0.0776612042823926,-0.1236870495246693,0.0037264130249317,0.1274851337533352,-0.1106628103508264,-0.161493266219775,-0.1346049410741406,-0.0089771398362279,0.0777814884501911,-0.1172671826701061,-0.0925775409912933,0.1642683840105742,0.0643221680209189,0.1587275113073718,0.0920259121129461,0.0179111243973617,0.0205340626853778,0.1590581867409489,-0.1804899044828475,-0.0023814977889012,-0.0109379822209519,-0.2012601701405623,0.1190690043111167,0.2506738265291124,-0.1363365967359457,0.1178376210971866,0.1052907368959532,0.053256469756528,0.0105378429634396,0.0742630403612252,0.0262881367906655,-0.1862929288412883,0.0061427805355157,0.3870689469971132,0.3802510384592404,0.3942868736912518,183.7256314776666,887.2048821407477,418.89141329091785,1038.0033044735935,161.80013001752783,5413.860643644251,3,Central,216,761,3.9272727272727272,13.836363636363636,418.89141329215744,1,63.0,33.0,57.0,295101038001,634.0,39.2,74583.0,101.0,91.0,0.0,0.0,351.0,28.0,280.0,280.0,194.0,86.0,1163.0,225000.0,1938.0,294.0,209.0,0.0,587.0,25.0,0.0,69.28571428571428,30.28391167192429,7.977207977207977,30.714285714285715
4080 Burgen Ave,Saint Louis,63116.0,Single Family Residential,October-14-2025,265000,897.0,False,295.42920847268675,2.0,1.0,1928.0,3327.0,,38.5732327,-90.2662042,https://www.redfin.com/MO/Saint-Louis/4080-Burgen-Ave-63116/home/93761954,-0.0335225097511115,-0.2974546853119013,0.0366414507863792,0.0234779484366073,0.1576249647404716,-0.0197367354947147,-0.0609267312056875,-0.1011599201858835,-0.0894355213019974,-0.1574101258542314,0.0398660905455645,-0.0951047417519667,-0.1342120622787434,-0.1826622074846988,-0.177961997502615,0.0279944449660639,-0.0336928016849101,0.1917841237710951,0.0223759311642897,0.0900623692121448,-0.0628990690605203,-0.0263280175471219,-0.0783725337139687,0.0073620683056933,0.0343826354664593,0.3443030132855877,0.0036430925369689,-0.0310978968001007,0.02327581531549,-0.0869095687217492,-0.1337593356301954,-0.0370158195324798,-0.1500433812000443,0.0289399930517171,0.1419521464609731,-0.1207512603648587,-0.1301109285992218,-0.1747559135294183,0.0042455457054915,0.1022478282276904,-0.0691773305840483,-0.0800300058747672,0.2073813196854469,0.0715412308865144,0.1449338571083146,0.102865906714943,0.0190115640644453,0.0231527082548749,0.1942346451266932,-0.2125904725398157,-0.0202003235011215,0.0283855705644423,-0.1320113326002779,0.1266454737936176,0.2264872989698103,-0.1082584654691495,0.153900830148868,0.119635309238362,0.0352157047216139,-0.0160826507876358,0.0551112180952203,0.0102470624682346,-0.1513478599125244,-0.0017520826138327,0.3601561056206541,0.4154889974692713,0.4392521029109028,181.3924638048317,1051.7803256895588,606.6413485011569,923.813629286794,517.2612427323726,4281.878190469369,1,South,197,781,3.7884615384615374,15.019230769230768,606.6413485001738,2,54.0,34.0,52.0,295101013004,537.0,37.2,67195.0,83.0,45.0,0.0,0.0,247.0,15.0,264.0,178.0,154.0,24.0,1065.0,135200.0,1938.0,232.0,198.0,0.0,512.0,0.0,0.0,86.51685393258427,23.83612662942272,6.0728744939271255,13.48314606741573
3119 Tamm Ave,Saint Louis,63139.0,Single Family Residential,July-23-2025,249000,845.0,False,294.6745562130177,3.0,1.0,1925.0,3750.0,,38.6071476,-90.2965866,https://www.redfin.com/MO/Saint-Louis/3119-Tamm-Ave-63139/home/93772162,0.0098024100516972,-0.3245089825833025,0.0783412697251446,-0.0269188807181246,0.1371373917787323,-0.0071249000571993,-0.0744527568406974,-0.1573841896353607,-0.0673998935931244,-0.1843663217798695,0.0466833999697891,-0.0943723133366291,-0.1595808349580177,-0.2006811308461142,-0.1567977144762623,0.0129176195350011,0.0189628568939916,0.1980116043546471,0.0247296319942963,0.0765314254803289,-0.0475258199003836,-0.0182008458690532,-0.0733321373493741,0.0078352924485151,-0.0300966398879408,0.3302465682136936,0.0268880196165761,-0.040608919813506,0.0454321423295939,-0.0544106859862985,-0.0777894184295118,-0.0908935277594787,-0.1056400459280949,-0.0036271612920756,0.1172547043502616,-0.0915404572328591,-0.1713694677536088,-0.1082546917257236,-0.0155866709279714,0.0883488409730431,-0.1065248980932152,-0.097648396685597,0.1446674057186632,0.0736446179330392,0.1576856240274695,0.0728466557685083,-0.0011011159102251,0.0569143571982995,0.1590144314984365,-0.1713199575210664,0.0021651855000427,0.0059744261701674,-0.2035297182645914,0.121959258290839,0.2419354587876225,-0.1273511849188603,0.1134508348989247,0.1003646843224493,0.0610335747920888,0.0235129030766691,0.0561793046801125,0.0219491645498124,-0.2116871455224509,0.0250432071527838,0.3313358456493651,0.309913856904712,0.3567139315838311,84.62900304265852,1100.2090724813029,872.952927846244,470.5347227208741,71.87629792142293,4574.313361694392,3,Central,216,761,3.9272727272727272,13.836363636363636,872.952927846244,2,57.0,33.0,63.0,295101034002,972.0,39.7,100893.0,266.0,134.0,8.0,0.0,661.0,0.0,453.0,439.0,379.0,60.0,882.0,191300.0,1938.0,652.0,539.0,0.0,817.0,108.0,9.0,86.33257403189066,41.9753086419753,0.0,13.66742596810934
6646 Mardel Ave,Saint Louis,63109.0,Single Family Residential,October-29-2025,295000,1000.0,False,295.0,3.0,1.0,1937.0,4199.0,,38.5961145,-90.305674,https://www.redfin.com/MO/Saint-Louis/6646-Mardel-Ave-63109/home/93774875,0.0055392022666002,-0.3058192858891468,0.0736280252894174,-0.0147451371636747,0.1168451366670435,-0.0120959480686599,-0.0611709233096927,-0.1145285207778854,-0.0170199926174933,-0.2239021125431197,0.0748481557888077,-0.1036514465891791,-0.1723756703733422,-0.1809603984142762,-0.1088171090683439,0.0928423701647276,-0.0184670037635812,0.1927650936758983,0.037317946056364,0.0851777869702078,-0.0405154209559003,-0.0190912634488291,-0.0321564642271771,0.0256467415699282,-0.0006768513224834,0.2992297043317892,-0.0176244520231795,-0.0714147558556291,0.0714150445159484,-0.0532926010136194,-0.0652110393509892,-0.0638238490784452,-0.1273511611234432,0.016558019278956,0.0866195419225157,-0.0607105575288067,-0.1787186826803735,-0.1153224668179002,-0.0272015490861322,0.0528797315986349,-0.1161076757691993,-0.0729588346026796,0.1434603793691354,0.0774436569434853,0.1333571474308454,0.0687008766951048,0.0234374614065983,0.0517380983712016,0.1548469591743509,-0.1858644584258308,-0.0296220143511833,-0.0260591854950569,-0.2098288000726525,0.1544287635597758,0.23575608265157,-0.0980292460710316,0.1084783568648517,0.1074743552107896,0.0652629883591365,0.0655332642738142,0.0429287236568428,0.0087370253768523,-0.1738214636910914,-0.0021515008228466,0.3809873186932502,0.4231715372196548,0.4609225596983817,355.62515709612506,224.77009671048933,598.3870814000055,668.1959422092528,472.5101668065229,5258.325447431412,1,South,197,781,3.7884615384615374,15.019230769230768,598.3870814012541,1,55.0,43.0,44.0,295101038002,859.0,40.2,128214.0,229.0,147.0,8.0,0.0,470.0,8.0,364.0,364.0,326.0,38.0,1382.0,272100.0,1942.0,462.0,370.0,0.0,859.0,0.0,0.0,89.56043956043956,44.70314318975553,1.702127659574468,10.43956043956044
1508 Graham,Saint Louis,63139.0,Single Family Residential,August-6-2025,540000,1836.0,False,294.11764705882354,3.0,2.5,2025.0,,,38.6230432,-90.2913206,https://www.redfin.com/MO/Saint-Louis/1508-Graham-St-63139/home/93761918,0.0305126009701514,-0.3059715484649575,0.1012552049179585,-0.0466732993551284,0.1406078947547897,-0.0162445953012427,-0.07236653513189,-0.1498879381469939,-0.0936794762559511,-0.1367552689163542,0.014029760093128,-0.0697455808417103,-0.1644093851151988,-0.2144711678315512,-0.1743121259941649,-0.041224074671059,0.0218507774300875,0.2172208256784132,0.0236899340797771,0.06318677479016,-0.0319795728918067,-0.019110667558543,-0.1106807706022665,-0.0126871807116477,-0.0485984951756238,0.2849029905221286,0.0013412065996874,-0.0012255050118368,0.0415477208158534,-0.0392171120711569,-0.056484383003409,-0.0920334133391869,-0.0723104964614309,-0.0059375478423561,0.0927282628313212,-0.0976636501252259,-0.1530283015370874,-0.1139008036555899,-0.0018008216083124,0.1020330288678876,-0.1271885381551082,-0.072139695929288,0.1125130780356812,0.0628502979902497,0.1451791561844465,0.1094119542718563,0.0189503894147452,0.0323746412546321,0.14109768793926,-0.1652605348193816,0.0164121425389645,0.0321311120669687,-0.2070176158402688,0.084820464267063,0.2265545941728202,-0.1259515814802593,0.0947038821403449,0.1248252969497387,0.0537643943897876,0.0325232149302977,0.0400477398765871,-0.0476061681253496,-0.2198073584837837,0.0047436786119244,0.3865956831540994,0.3740092338507266,0.3290906160123899,141.01452307554075,344.6254404451662,390.79022425337786,139.48735759298222,204.6580083502618,6515.973998365891,3,Central,216,761,3.9272727272727272,13.836363636363636,390.7902242524252,2,75.0,34.0,44.0,295101045001,1028.0,35.2,86000.0,348.0,219.0,31.0,0.0,707.0,1.0,722.0,580.0,266.0,314.0,1228.0,181500.0,1938.0,706.0,421.0,17.0,869.0,33.0,78.0,45.86206896551724,58.17120622568094,0.14144271570014144,54.137931034482754
6272 Magnolia Ave,Saint Louis,63139.0,Single Family Residential,August-27-2025,224900,770.0,False,292.0779220779221,2.0,2.0,1918.0,,,38.6116938,-90.2951671,https://www.redfin.com/MO/Saint-Louis/6272-Magnolia-Ave-63139/home/93754746,0.0161749648994868,-0.3124246281405569,0.0984481864363356,-0.0108306562766473,0.1403017133545319,-0.0136091106874026,-0.063748883316983,-0.1240482553180304,-0.0238816534362583,-0.1813693291851451,0.0529854530480929,-0.0834960432735761,-0.1684106439201941,-0.2014612828701425,-0.1478574905622566,0.0316303893790146,-0.0022067826965251,0.2133828744339205,0.0447327729984358,0.0588154767010275,-0.0259848124178754,0.0401032454321742,-0.0790356547497121,0.0213111133358135,-0.0120493405365062,0.3198276712327501,-0.0005502606388108,-0.0148621173259502,0.0611007848029782,-0.0646733928351468,-0.0667012349215578,-0.0654835196229985,-0.1338019220179084,0.009451894338088,0.1423480616018963,-0.1356349438001125,-0.1704681403733287,-0.1084648661370542,-0.0177621642602026,0.0686876672439645,-0.130297159759082,-0.0993967544030759,0.1730913578215196,0.0650981990427925,0.1508929816520417,0.0970898061654358,0.0014344210086777,0.0283053199024176,0.1794175276850177,-0.1684423518001166,6.996503532086442e-05,-0.0101058098997538,-0.2069630563393611,0.1220793621647122,0.2384128903242563,-0.1224186895030977,0.1384927771384886,0.096851539248465,0.034534505617436,0.021521842421131,0.070707526307286,0.0162603657488799,-0.187719130887616,-0.0159408875736254,0.4470641343361269,0.4119875390381446,0.421551772769059,577.8685232894321,506.422502654901,583.3616547218188,705.4009699183453,139.37110199067564,5088.111616478198,3,Central,216,761,3.9272727272727272,13.836363636363636,583.3616547218188,2,55.0,33.0,58.0,295101037001,899.0,37.3,91118.0,275.0,105.0,9.0,0.0,574.0,19.0,432.0,407.0,313.0,94.0,1643.0,196900.0,1938.0,546.0,415.0,0.0,579.0,271.0,7.0,76.90417690417691,43.270300333704114,3.3101045296167246,23.095823095823096
2323 Macklind Ave,Saint Louis,63110.0,Single Family Residential,September-19-2025,359900,1238.0,False,290.7108239095315,2.0,2.0,1925.0,4373.0,,38.6130636,-90.2781565,https://www.redfin.com/MO/Saint-Louis/2323-Macklind-Ave-63110/home/93771688,0.0146327319482451,-0.2979636698822944,0.0708720926280039,-0.0567058469182868,0.138986958157374,0.0127907550002601,-0.0860890946053125,-0.1956421251880044,-0.0686811123631787,-0.1590634501226735,0.0532844485085978,-0.0672914965734148,-0.1540534776876612,-0.2171919515932315,-0.1710114434579438,-0.0404677159225287,0.0441684786307351,0.1972709065624106,0.0212220916071178,0.0532211453094533,-0.0407229448130674,-0.0171868960573467,-0.0999887918780026,-0.0194576929185226,-0.0567398979696325,0.3336373137331049,0.0399421218327716,-0.0169193472995788,0.0339226353408265,-0.0382520386581774,-0.0522526866699832,-0.0976954210666519,-0.0565027674158115,-0.0357520147314537,0.1058984516968767,-0.1117361099346595,-0.1828831700250641,-0.108054749631161,0.0089372880210156,0.1017187957733523,-0.1226674957678868,-0.1030557480014054,0.1361990827340592,0.0707398389547998,0.1825844304394232,0.066353208140761,1.6396140163263625e-05,0.0470543424621385,0.1827289461088112,-0.1577615594168653,0.0214412139636792,0.0029359035016653,-0.1954350036504387,0.1050470186160296,0.2434023601986901,-0.1312063908663615,0.1117569476019299,0.0876287097249004,0.0732279212970277,-0.0117440577351863,0.0674067860006287,0.0214766799772726,-0.2336446452524316,0.0311386356112146,0.3159746625813653,0.3259875933350877,0.3158313346599451,1010.2970304578388,644.3240379691676,219.27667374973493,1004.7357326222824,234.62758018207677,4550.100920089724,3,Central,216,761,3.9272727272727272,13.836363636363636,219.27667374973493,1,85.0,34.0,54.0,295101135002,957.0,54.9,61136.0,197.0,165.0,48.0,0.0,671.0,10.0,650.0,590.0,518.0,72.0,1065.0,208100.0,1938.0,658.0,540.0,0.0,873.0,0.0,9.0,87.79661016949153,42.84221525600836,1.4903129657228018,12.203389830508476
5872 Walsh St,Saint Louis,63109.0,Single Family Residential,October-22-2025,584900,2040.0,False,286.7156862745098,3.0,2.5,1951.0,4373.0,,38.5834242,-90.2956523,https://www.redfin.com/MO/Saint-Louis/5872-Walsh-St-63109/home/93768784,0.008669772669805,-0.317704826616193,0.0780876402039097,-0.0343051823623272,0.1197770051486736,-0.0356339768915738,-0.0785514900814925,-0.132048148268664,-0.0267003769066783,-0.1976587904632289,0.08015777676274,-0.0706870546947233,-0.1618200119686482,-0.1872930430979695,-0.1618833458492074,0.0274806826503002,-0.013208122100522,0.2134437688152442,0.0332834121640017,0.0711574572257836,-0.0363659317907734,0.0273429578073978,-0.0564981259899998,0.0255615638626943,-0.0080038129041442,0.3144427174242478,-0.0069629535200109,-0.0139370702082003,0.062355942531064,-0.0691275848486351,-0.0759889259406045,-0.0934423876082791,-0.112854361275942,-0.0123191603984786,0.1328328955465152,-0.1231776011869347,-0.1963408585745613,-0.1280470568632049,0.0206260818331748,0.0362826653375707,-0.1712119564019135,-0.1046480733949708,0.1680867962582257,0.0647228057660635,0.1285920822311564,0.0849550903566767,0.0184737554464933,0.0319096323054189,0.1973030004900826,-0.1817745085777712,-0.0144871072489753,-0.0196982255248016,-0.1780408984059295,0.1327889789618267,0.2489291648916254,-0.1114763625130061,0.1317851813142321,0.0951777408155739,0.0541336909210161,0.0152429434079694,0.069482289254862,0.0195156614486833,-0.1775416950858624,-0.013740589415761,0.4724124145152147,0.4209361480667298,0.4133030587768361,283.23207428251163,677.6690449913309,395.7145249569322,299.7540497017785,255.32603664162497,5565.348748787834,1,South,197,781,3.7884615384615374,15.019230769230768,395.7145249578634,2,81.0,34.0,51.0,295101141021,1009.0,41.6,152832.0,181.0,200.0,12.0,0.0,715.0,0.0,490.0,475.0,322.0,153.0,1589.0,377700.0,1938.0,715.0,478.0,0.0,996.0,0.0,0.0,67.78947368421052,38.949454905847375,0.0,32.21052631578947
5425 Pernod Ave,Saint Louis,63139.0,Single Family Residential,November-12-2025,339000,1188.0,False,285.35353535353534,4.0,2.0,1939.0,4591.0,,38.5958459,-90.2823811,https://www.redfin.com/MO/Saint-Louis/5425-Pernod-Ave-63139/home/93742298,0.0332010367821554,-0.3121084270152754,0.0903136369996807,-0.0370636419998703,0.1336646252033949,0.0102934471683637,-0.0936899326311097,-0.1493435454484004,-0.0327018829164855,-0.1871808882592923,0.0432912032465031,-0.0521430163156851,-0.147906394762637,-0.1991011059531223,-0.1579269225489681,0.0159484350936908,0.0294718362974355,0.2091656409847956,0.04530147927044,0.0665466506156366,-0.0516033641408805,0.018992220796428,-0.0426035376661253,0.0274635719605521,-0.0239584962337354,0.3361528351357805,0.0127857860520605,-0.0125453208069258,0.0632386038464919,-0.0658234532111246,-0.0736870568361255,-0.0963798621871455,-0.1023336310983617,-0.0304951046465512,0.1632581037135462,-0.1177444929827787,-0.2128212288155516,-0.1146736811827369,0.0175240629155922,0.0695016667631666,-0.1512226031382949,-0.1276953420876748,0.1512371090748218,0.0611801744653437,0.1496021705786619,0.0749119348373717,-0.0028317040951538,0.0422714583802934,0.1577419949284059,-0.1557449801891835,0.0162308683190005,-0.0243357945351245,-0.20474723493962,0.1188287710907365,0.2444092212451671,-0.151018570703376,0.1103796242482525,0.0849362244603102,0.0385218605465246,0.0068648197923708,0.0703699949026802,0.0715999347001022,-0.1961944186323424,0.0109539336080558,0.3539849884076441,0.3627544540502218,0.368373443246069,518.1316476873162,1032.9408513973162,725.0379108770956,506.337175987919,480.93191846739575,5699.19420136605,1,South,197,781,3.7884615384615374,15.019230769230768,725.0379108750129,4,62.0,38.0,57.0,295101142003,952.0,45.3,66345.0,248.0,91.0,22.0,10.0,629.0,23.0,584.0,489.0,302.0,187.0,944.0,174600.0,1952.0,606.0,457.0,35.0,777.0,20.0,125.0,61.75869120654397,37.92016806722689,3.6565977742448332,38.24130879345603
2123 Boardman St,Saint Louis,63110.0,Single Family Residential,July-31-2025,575000,2019.0,False,284.7944526993561,3.0,3.5,2021.0,2496.0,,38.6145576,-90.2704681,https://www.redfin.com/MO/Saint-Louis/2123-Boardman-St-63110/home/173620154,0.0315782581932113,-0.2913922129712628,0.0190035065896178,-0.0742412136329066,0.1404476504116726,-0.0930786309085275,-0.0656125191209201,-0.1704694306109598,-0.1908078209320642,-0.077053029935219,0.0673380021288668,-0.0726247634448381,-0.1626588963420025,-0.2071739030145654,-0.2114248091402204,-0.0797524977878682,0.0464736431248894,0.1751270219757208,-0.0216964205933419,0.0529462743441701,-0.0086504649307951,-0.1068292974971809,-0.1527331082794898,-0.0840454581940483,-0.0628421023656406,0.2616304986108465,0.0067407506436731,0.0301282807366477,-0.0235127344665257,-0.0372108719477185,-0.0435335245082792,-0.0747540340190012,0.011315592754098,-0.0320939405008989,0.0689222629704636,-0.0910150242561242,-0.1466816527846025,-0.1191904541909586,0.0318105387605933,0.1085461364172585,-0.0839178925685456,-0.0747865551253864,0.1094885474134474,0.063309572989401,0.1508781958824698,0.0861341842225252,-0.0003597740843374,0.0777741214691913,0.162337741535431,-0.1393461263004746,0.0075051068516451,0.0891808253423342,-0.1724886124900848,0.0747136494452195,0.2226806967744785,-0.0904676419099658,0.1089696982377258,0.1462306109420641,0.1092678795034631,-0.0167632859565501,0.0244731474524764,-0.0975645898419384,-0.2509353549153961,0.0629044764106677,0.22048680441604,0.2183416085639171,0.1738915720751345,349.3221529384906,332.0271867161896,829.2291292930744,442.7445625275937,181.0023850299512,4712.2643877301725,3,Central,216,761,3.9272727272727272,13.836363636363636,829.2291292930744,2,81.0,33.0,72.0,295101135001,1427.0,42.0,61652.0,386.0,150.0,38.0,0.0,913.0,8.0,887.0,785.0,394.0,391.0,1102.0,264100.0,1938.0,894.0,660.0,1.0,1292.0,64.0,20.0,50.19108280254777,40.22424667133847,0.8762322015334063,49.80891719745223
4216 Wyoming St,Saint Louis,63116.0,Single Family Residential,October-23-2025,269900,958.0,False,281.7327766179541,2.0,1.5,1905.0,3101.0,,38.6003367,-90.2591421,https://www.redfin.com/MO/Saint-Louis/4216-Wyoming-St-63116/home/93729443,0.0034235965976031,-0.3005084675419894,0.0680929380499652,-0.0098303907866798,0.1277468361516183,-0.0447137708337902,-0.0933703214728305,-0.1596138316386996,-0.0492786485707368,-0.179599141315673,0.0817862163999957,-0.0759471928302412,-0.1820207062224469,-0.1938417620870894,-0.1724249927220458,0.0401467526228272,0.0065992836673474,0.1897135095340646,0.0232741708065197,0.0666065445288514,-0.0227751518732093,0.022776000365776,-0.0750904623096415,0.0216054521420201,-0.0316507470048065,0.313486096806296,-0.0014957175453245,-0.0148447453396058,0.0245287449461401,-0.0561693395858675,-0.0660334658309403,-0.0788168693890604,-0.0941124379205295,-0.0095181920376446,0.1393872147666532,-0.1200917087887833,-0.1976654556575439,-0.0990601348974024,-0.0054067237282084,0.0522258268951639,-0.1453563110347769,-0.0902356446246241,0.1705131309366813,0.0777717468517055,0.1470055883103042,0.0938777845738635,0.0156871584572387,0.0389355705445933,0.2111139332958724,-0.1765029501205858,-0.0072268314971054,0.0038797172618977,-0.1895404479597941,0.110493086474043,0.2560795646025546,-0.1254040107489852,0.1346066017339174,0.1042146204220119,0.0557906214438535,0.0102556892009001,0.0744143997961413,0.0082216161523151,-0.1980209816188899,7.44361316604947e-05,0.4067855641641056,0.4022530638882342,0.3848460518951057,578.2025656545807,288.9747410948451,253.5719996421959,570.5333600209613,258.719213439908,4687.52695008598,3,Central,216,761,3.9272727272727272,13.836363636363636,253.5719996442541,2,77.0,32.0,63.0,295101162005,613.0,63.2,46207.0,144.0,36.0,0.0,99.0,274.0,0.0,368.0,368.0,254.0,114.0,858.0,164100.0,1949.0,274.0,211.0,0.0,483.0,50.0,0.0,69.02173913043478,29.363784665579118,0.0,30.978260869565215
5406 Reber Pl,Saint Louis,63139.0,Single Family Residential,November-25-2025,259900,935.0,False,277.96791443850265,2.0,2.0,1896.0,3123.0,,38.6083175,-90.2793431,https://www.redfin.com/MO/Saint-Louis/5406-Reber-Pl-63139/home/93727377,0.0127985798713089,-0.3167476818723127,0.0694012548547476,-0.0097315339328491,0.135724507482305,0.0067914673828181,-0.0683353123869345,-0.1377046243145214,-0.0612746391382661,-0.180084453248552,0.053073318230449,-0.1121665181819018,-0.1783603641639668,-0.1957671574695542,-0.1494754394326211,0.0236284438377211,-0.0026002098090054,0.1782581554625823,0.0062394072916094,0.090172295834291,-0.0377554083852954,-0.0382863200411362,-0.0808865551877247,-0.0109651536273526,-0.0129993379060605,0.3187353443804616,0.0104582688168279,-0.0508301263940769,0.0281412046532515,-0.0455197159146483,-0.0723946590986002,-0.0944913792005525,-0.1046776017668916,-0.0069728305398416,0.1014314584345244,-0.0803192470985525,-0.1767398313311039,-0.1362277273194883,-0.0204510732937848,0.0783124422552739,-0.1268316619159511,-0.0784057689410333,0.1392109100266232,0.0722288487480044,0.1376741013524378,0.0838473025072549,0.0330241656500079,0.0315562223278579,0.1482244071758723,-0.1781323519803646,-0.0005840925520677,-0.003972904425027,-0.2127249397295252,0.138305684335759,0.2415436851198046,-0.1143177902689985,0.107365107992815,0.1331856520418177,0.0524202774584377,0.0620872942562162,0.0551264550207242,-0.0077270198494042,-0.2244091824265598,0.0088543381980629,0.4119506560625808,0.4384934374103227,0.4078884978126669,324.3755162392046,363.1989800255146,559.1847860168797,327.4291755486872,235.4439192974182,5830.717062061215,3,Central,216,761,3.9272727272727272,13.836363636363636,559.1847860168797,2,83.0,34.0,61.0,295101272001,1054.0,48.2,94409.0,204.0,81.0,0.0,16.0,479.0,9.0,384.0,370.0,295.0,75.0,1132.0,239100.0,1938.0,470.0,284.0,17.0,669.0,363.0,22.0,79.72972972972973,27.039848197343453,1.8789144050104383,20.27027027027027
